,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
2189,13766,Female,disloyal Customer,36,Business travel,Eco Plus,401,2,1,1,3,1,1,1,1,5,1,5,2,4,1,0,0,neutral or dissatisfied
2190,34887,Male,Loyal Customer,67,Business travel,Business,187,0,4,0,1,4,5,4,4,4,4,4,3,4,3,0,0,satisfied
2191,114212,Female,disloyal Customer,46,Business travel,Eco,862,3,3,3,4,3,3,3,3,1,3,4,4,4,3,0,0,neutral or dissatisfied
2192,36220,Male,Loyal Customer,37,Business travel,Business,2599,1,1,1,1,5,3,5,5,5,4,5,3,5,5,0,0,satisfied
2193,123582,Female,Loyal Customer,40,Personal Travel,Eco,1773,4,1,4,4,2,4,2,2,1,4,2,3,4,2,0,0,neutral or dissatisfied
2194,93250,Female,Loyal Customer,47,Business travel,Business,3776,5,4,4,4,5,4,4,5,5,4,5,1,5,3,17,5,neutral or dissatisfied
2195,68352,Female,Loyal Customer,42,Business travel,Business,1598,2,5,5,5,5,3,3,2,2,2,2,3,2,3,0,0,neutral or dissatisfied
2196,101580,Male,Loyal Customer,46,Business travel,Business,1099,3,3,3,3,5,4,5,3,3,3,3,5,3,5,0,0,satisfied
2197,62749,Female,disloyal Customer,23,Business travel,Business,1275,4,0,4,4,4,4,4,3,2,3,4,4,5,4,4,0,satisfied
2198,80391,Male,Loyal Customer,12,Personal Travel,Eco,368,2,5,2,3,1,2,1,1,3,3,4,2,3,1,123,113,neutral or dissatisfied
2199,78116,Female,disloyal Customer,48,Business travel,Eco,1181,3,2,2,4,3,3,3,3,2,4,3,1,4,3,16,0,neutral or dissatisfied
2200,69755,Female,Loyal Customer,46,Personal Travel,Eco,1085,3,4,3,4,4,5,5,2,2,3,2,3,2,4,0,0,neutral or dissatisfied
2201,105937,Male,Loyal Customer,38,Personal Travel,Eco,1491,2,1,2,4,1,2,1,1,1,5,2,2,4,1,28,0,neutral or dissatisfied
2202,42314,Female,Loyal Customer,7,Personal Travel,Eco,784,4,5,3,1,1,3,1,1,3,3,5,4,5,1,4,0,neutral or dissatisfied
2203,6698,Male,Loyal Customer,39,Business travel,Business,2308,4,4,3,4,3,4,4,1,1,2,1,3,1,5,0,0,satisfied
2204,86967,Female,Loyal Customer,46,Business travel,Eco,907,2,3,3,3,4,4,3,2,2,2,2,2,2,3,3,7,neutral or dissatisfied
2205,113902,Female,Loyal Customer,29,Business travel,Business,2295,1,5,1,5,1,1,1,1,2,2,2,4,3,1,3,0,neutral or dissatisfied
2206,81505,Male,Loyal Customer,64,Personal Travel,Eco,528,2,5,2,1,3,2,3,3,5,2,5,3,5,3,12,0,neutral or dissatisfied
2207,47140,Female,Loyal Customer,40,Business travel,Eco,679,4,1,1,1,4,4,4,4,3,3,1,4,1,4,35,38,satisfied
2208,29941,Female,Loyal Customer,64,Business travel,Business,3942,0,4,0,1,3,2,1,3,3,3,3,1,3,4,0,0,satisfied
2209,33168,Female,Loyal Customer,37,Personal Travel,Eco,101,2,5,2,2,1,2,1,1,3,4,4,5,5,1,0,0,neutral or dissatisfied
2210,99023,Male,Loyal Customer,52,Business travel,Business,1564,1,1,1,1,5,5,5,3,3,3,3,3,3,5,0,0,satisfied
2211,118530,Male,Loyal Customer,45,Business travel,Business,3124,2,2,2,2,5,5,5,4,3,5,4,5,5,5,139,134,satisfied
2212,102965,Male,Loyal Customer,23,Business travel,Business,3414,2,2,2,2,5,5,5,5,5,5,5,3,5,5,1,0,satisfied
2213,112161,Female,Loyal Customer,64,Business travel,Business,3866,2,5,5,5,5,2,2,2,2,2,2,2,2,1,34,4,neutral or dissatisfied
2214,64880,Male,Loyal Customer,47,Business travel,Business,551,4,4,4,4,4,5,5,3,3,4,3,5,3,4,0,0,satisfied
2215,6048,Female,Loyal Customer,8,Personal Travel,Eco,925,2,4,2,5,1,2,1,1,4,3,4,5,4,1,33,58,neutral or dissatisfied
2216,105507,Female,Loyal Customer,47,Business travel,Business,1735,1,1,1,1,3,4,5,5,5,5,5,3,5,5,0,0,satisfied
2217,81958,Male,Loyal Customer,56,Business travel,Business,1535,2,2,2,2,2,4,4,5,5,5,5,4,5,3,0,0,satisfied
2218,14035,Female,Loyal Customer,67,Personal Travel,Eco,1117,3,4,3,4,4,4,5,2,2,3,2,5,2,5,0,21,neutral or dissatisfied
2219,59693,Male,Loyal Customer,13,Personal Travel,Eco,854,2,3,2,4,5,2,5,5,4,4,4,3,4,5,0,0,neutral or dissatisfied
2220,126352,Male,Loyal Customer,46,Personal Travel,Eco,631,1,4,1,1,3,1,3,3,3,4,5,4,4,3,0,0,neutral or dissatisfied
2221,81477,Male,Loyal Customer,20,Business travel,Eco,528,3,5,5,5,3,2,2,3,3,4,2,2,2,3,12,10,neutral or dissatisfied
2222,114522,Female,Loyal Customer,40,Personal Travel,Business,337,0,5,0,4,2,4,4,4,4,0,4,5,4,4,129,119,satisfied
2223,15301,Female,Loyal Customer,62,Personal Travel,Eco,612,2,4,2,4,2,3,1,4,4,2,2,2,4,4,0,0,neutral or dissatisfied
2224,31376,Male,Loyal Customer,68,Personal Travel,Eco,977,2,4,2,3,2,2,4,2,4,4,4,3,5,2,0,0,neutral or dissatisfied
2225,119992,Female,Loyal Customer,49,Business travel,Business,328,4,5,5,5,2,3,4,4,4,3,4,3,4,4,0,0,neutral or dissatisfied
2226,84590,Female,Loyal Customer,48,Business travel,Business,669,2,5,2,2,4,5,4,5,5,5,5,4,5,3,116,110,satisfied
2227,119361,Female,Loyal Customer,53,Business travel,Business,399,3,4,3,3,2,4,5,5,5,5,5,5,5,5,0,12,satisfied
2228,80796,Female,Loyal Customer,59,Business travel,Business,3018,3,3,3,3,4,4,5,3,3,3,3,4,3,3,0,0,satisfied
2229,91342,Female,Loyal Customer,58,Personal Travel,Eco Plus,581,1,4,1,5,3,1,2,2,2,1,2,3,2,1,27,10,neutral or dissatisfied
2230,42654,Female,Loyal Customer,10,Personal Travel,Eco Plus,223,2,4,2,3,3,2,3,3,5,2,5,4,5,3,0,0,neutral or dissatisfied
2231,82573,Female,disloyal Customer,26,Business travel,Eco,528,2,4,2,3,4,2,4,4,4,1,4,4,4,4,18,17,neutral or dissatisfied
2232,57893,Female,Loyal Customer,45,Business travel,Business,2103,5,5,5,5,4,5,4,4,4,5,4,5,4,3,0,0,satisfied
2233,85766,Male,Loyal Customer,47,Business travel,Business,666,4,4,4,4,3,4,4,5,5,5,5,3,5,4,0,0,satisfied
2234,68973,Female,disloyal Customer,23,Business travel,Eco,700,2,2,2,3,1,2,1,1,2,4,4,1,4,1,0,0,neutral or dissatisfied
2235,5360,Female,disloyal Customer,49,Business travel,Eco,812,4,4,4,3,3,4,1,3,1,4,4,3,3,3,36,13,neutral or dissatisfied
2236,96948,Male,disloyal Customer,23,Business travel,Business,883,5,4,5,3,5,5,3,5,4,4,5,4,4,5,0,0,satisfied
2237,99472,Female,disloyal Customer,24,Business travel,Eco,283,3,1,3,3,5,3,5,5,4,5,3,3,3,5,45,65,neutral or dissatisfied
2238,76581,Male,Loyal Customer,33,Business travel,Business,547,1,1,1,1,4,4,4,4,4,5,4,5,5,4,0,5,satisfied
2239,92521,Male,Loyal Customer,69,Personal Travel,Eco,1947,3,5,3,2,1,3,1,1,5,3,5,3,4,1,0,0,neutral or dissatisfied
2240,32050,Male,disloyal Customer,26,Business travel,Business,216,5,0,5,3,4,5,4,4,4,4,1,5,2,4,3,5,satisfied
2241,10573,Female,Loyal Customer,48,Business travel,Business,2160,5,5,5,5,5,5,4,4,4,4,4,5,4,5,0,0,satisfied
2242,34052,Female,Loyal Customer,40,Business travel,Eco,1674,2,1,1,1,2,3,2,2,3,5,4,5,3,2,0,0,satisfied
2243,13311,Male,Loyal Customer,73,Business travel,Eco,448,4,4,4,4,4,4,4,4,4,3,4,4,5,4,3,0,satisfied
2244,76222,Male,disloyal Customer,29,Business travel,Business,1399,4,4,4,2,3,4,3,3,5,4,5,4,4,3,0,0,satisfied
2245,60161,Male,Loyal Customer,55,Personal Travel,Eco,1012,4,5,4,2,5,4,5,5,4,2,5,3,4,5,0,0,satisfied
2246,73341,Male,disloyal Customer,45,Business travel,Business,1182,4,4,4,3,3,4,1,3,3,5,4,5,4,3,30,1,neutral or dissatisfied
2247,62348,Female,Loyal Customer,48,Business travel,Business,1735,1,1,1,1,5,4,5,4,4,5,4,3,4,5,30,34,satisfied
2248,22356,Male,Loyal Customer,48,Business travel,Business,3734,1,4,5,4,5,3,2,2,2,2,1,3,2,1,0,0,neutral or dissatisfied
2249,779,Male,Loyal Customer,42,Business travel,Business,247,1,1,1,1,4,5,5,4,4,4,4,3,4,3,0,4,satisfied
2250,580,Male,Loyal Customer,46,Business travel,Business,1598,3,3,3,3,4,5,4,5,5,5,4,3,5,5,11,12,satisfied
2251,128318,Female,Loyal Customer,40,Business travel,Business,621,5,5,5,5,2,5,4,5,5,5,5,3,5,4,0,3,satisfied
2252,53786,Female,Loyal Customer,56,Personal Travel,Business,140,0,0,0,3,5,3,5,4,4,0,1,5,4,4,0,0,satisfied
2253,20949,Female,Loyal Customer,27,Business travel,Business,721,1,2,2,2,1,1,1,1,4,5,4,4,3,1,0,0,neutral or dissatisfied
2254,59381,Male,Loyal Customer,47,Business travel,Eco,1004,5,3,3,3,4,5,4,4,2,4,5,3,4,4,7,0,satisfied
2255,6474,Male,Loyal Customer,14,Personal Travel,Eco Plus,213,2,0,2,1,2,2,2,2,4,2,4,5,4,2,0,9,neutral or dissatisfied
2256,45916,Female,disloyal Customer,27,Business travel,Eco,563,4,0,4,5,2,4,3,2,4,5,3,3,3,2,0,0,satisfied
2257,110324,Male,Loyal Customer,28,Business travel,Business,883,2,2,2,2,5,5,5,5,3,3,5,4,4,5,18,6,satisfied
2258,60718,Female,disloyal Customer,40,Business travel,Business,1605,4,4,4,4,5,4,5,5,4,4,3,3,3,5,1,0,neutral or dissatisfied
2259,63336,Male,Loyal Customer,38,Business travel,Business,2386,5,5,5,5,1,5,2,4,4,4,4,4,4,5,0,0,satisfied
2260,76995,Male,disloyal Customer,25,Business travel,Business,368,2,0,2,1,2,2,2,2,5,4,5,4,4,2,0,0,neutral or dissatisfied
2261,12469,Female,Loyal Customer,53,Personal Travel,Eco,127,2,3,2,4,4,4,3,2,2,2,2,2,2,3,0,0,neutral or dissatisfied
2262,114344,Male,Loyal Customer,18,Personal Travel,Eco,862,3,5,3,4,5,3,5,5,3,4,5,5,4,5,0,0,neutral or dissatisfied
2263,117487,Female,Loyal Customer,25,Business travel,Business,507,3,5,4,5,3,2,3,3,1,2,3,3,3,3,7,14,neutral or dissatisfied
2264,107431,Female,Loyal Customer,53,Personal Travel,Eco,725,2,3,1,3,1,1,5,5,5,1,5,1,5,2,0,0,neutral or dissatisfied
2265,62395,Female,Loyal Customer,16,Personal Travel,Eco,2611,3,3,3,3,3,3,3,3,2,1,2,4,3,3,0,0,neutral or dissatisfied
2266,33076,Male,Loyal Customer,46,Personal Travel,Eco,102,3,4,3,2,4,3,4,4,3,4,4,4,5,4,0,0,neutral or dissatisfied
2267,14682,Female,Loyal Customer,56,Business travel,Business,419,3,3,3,3,2,4,4,5,5,5,5,4,5,5,16,30,satisfied
2268,27482,Male,disloyal Customer,15,Business travel,Eco,987,3,3,3,4,4,3,4,4,4,4,4,3,3,4,4,6,neutral or dissatisfied
2269,32076,Female,Loyal Customer,32,Business travel,Business,2861,3,3,3,3,5,5,4,5,1,5,5,1,5,5,0,4,satisfied
2270,44460,Male,Loyal Customer,52,Business travel,Eco,196,4,1,1,1,5,4,5,5,4,1,3,4,1,5,37,32,satisfied
2271,110660,Female,Loyal Customer,31,Business travel,Business,829,2,2,4,2,2,2,2,2,3,2,4,3,4,2,0,5,satisfied
2272,77063,Female,Loyal Customer,43,Business travel,Business,2156,3,2,2,2,5,4,3,3,3,3,3,2,3,1,0,0,neutral or dissatisfied
2273,124303,Female,disloyal Customer,27,Business travel,Eco,601,3,3,3,3,5,3,5,5,3,1,4,2,4,5,0,0,neutral or dissatisfied
2274,29768,Male,Loyal Customer,34,Business travel,Business,2497,3,3,3,3,5,3,3,3,3,3,3,3,3,4,0,0,neutral or dissatisfied
2275,2716,Male,Loyal Customer,62,Personal Travel,Eco,562,2,4,2,1,4,2,4,4,5,5,5,4,5,4,0,0,neutral or dissatisfied
2276,94693,Male,Loyal Customer,60,Business travel,Business,148,3,3,3,3,5,5,5,4,4,4,5,3,4,4,9,11,satisfied
2277,5918,Male,Loyal Customer,32,Personal Travel,Eco,173,1,3,1,3,5,1,5,5,1,3,3,4,3,5,0,0,neutral or dissatisfied
2278,37178,Female,Loyal Customer,22,Personal Travel,Eco,1189,1,5,0,3,1,0,1,1,5,2,4,3,4,1,108,106,neutral or dissatisfied
2279,71827,Male,Loyal Customer,56,Business travel,Business,1846,1,1,1,1,5,4,5,5,5,5,5,4,5,5,0,0,satisfied
2280,87504,Female,Loyal Customer,16,Business travel,Business,1983,2,2,2,2,4,4,4,4,3,4,1,1,3,4,0,0,satisfied
2281,36725,Female,Loyal Customer,35,Personal Travel,Eco Plus,1197,2,3,2,3,3,2,3,3,2,4,1,3,2,3,1,0,neutral or dissatisfied
2282,42618,Male,disloyal Customer,33,Business travel,Eco,546,3,3,3,4,3,3,3,3,2,1,4,3,1,3,0,3,neutral or dissatisfied
2283,62700,Male,Loyal Customer,40,Business travel,Business,2338,4,4,4,4,4,4,5,4,4,4,4,4,4,5,32,36,satisfied
2284,11492,Male,Loyal Customer,64,Personal Travel,Eco Plus,224,2,4,0,3,3,0,3,3,5,4,4,3,4,3,0,0,neutral or dissatisfied
2285,74071,Female,disloyal Customer,22,Business travel,Business,641,4,0,4,2,3,4,3,3,3,3,5,3,4,3,0,0,satisfied
2286,121785,Male,Loyal Customer,34,Business travel,Business,3870,1,1,1,1,3,4,5,5,5,5,5,3,5,3,80,67,satisfied
2287,3340,Female,disloyal Customer,45,Business travel,Eco,296,4,2,4,3,3,4,3,3,3,2,4,4,4,3,0,6,neutral or dissatisfied
2288,95223,Female,Loyal Customer,21,Personal Travel,Eco,441,1,5,1,3,2,1,3,2,5,3,4,5,5,2,4,0,neutral or dissatisfied
2289,25675,Female,Loyal Customer,67,Personal Travel,Eco,761,2,5,2,4,2,5,5,5,5,2,5,3,5,3,0,0,neutral or dissatisfied
2290,43167,Female,Loyal Customer,15,Personal Travel,Eco,840,3,3,3,4,4,3,4,4,1,4,4,2,4,4,0,5,neutral or dissatisfied
2291,16323,Male,Loyal Customer,60,Business travel,Business,628,3,3,3,3,2,4,3,3,3,3,3,4,3,2,0,8,neutral or dissatisfied
2292,117329,Female,disloyal Customer,9,Business travel,Eco Plus,646,2,2,2,2,2,2,5,2,3,2,3,1,2,2,4,0,neutral or dissatisfied
2293,75001,Male,disloyal Customer,25,Business travel,Business,236,5,0,5,4,1,5,1,1,4,5,5,5,5,1,3,0,satisfied
2294,22250,Female,disloyal Customer,24,Business travel,Eco,143,4,4,4,3,2,4,2,2,1,2,3,2,4,2,4,26,neutral or dissatisfied
2295,78182,Male,disloyal Customer,27,Business travel,Eco,153,3,2,3,4,3,3,3,3,4,1,3,2,3,3,0,0,neutral or dissatisfied
2296,11406,Female,Loyal Customer,26,Business travel,Business,2562,0,5,0,5,3,3,3,3,3,2,4,3,5,3,16,34,satisfied
2297,2718,Female,Loyal Customer,29,Business travel,Business,3877,2,2,4,2,5,5,5,5,5,5,5,4,5,5,5,3,satisfied
2298,114009,Male,Loyal Customer,18,Personal Travel,Eco,1855,4,5,5,5,4,5,1,4,3,3,2,5,5,4,0,0,neutral or dissatisfied
2299,3765,Male,Loyal Customer,40,Personal Travel,Business,599,4,0,4,4,2,4,4,3,3,4,3,3,3,4,0,0,satisfied
2300,124983,Male,Loyal Customer,59,Business travel,Business,184,0,5,0,2,2,5,5,3,3,3,3,4,3,4,9,0,satisfied
2301,17334,Female,Loyal Customer,41,Business travel,Business,2246,1,5,5,5,1,1,1,2,1,3,4,1,1,1,228,216,neutral or dissatisfied
2302,15858,Female,Loyal Customer,37,Business travel,Business,332,0,0,0,5,3,3,3,3,3,3,3,3,3,1,0,0,satisfied
2303,122045,Female,Loyal Customer,54,Business travel,Business,130,4,3,3,3,3,4,4,2,2,2,4,4,2,2,28,21,neutral or dissatisfied
2304,60763,Male,Loyal Customer,22,Business travel,Business,1937,2,2,4,4,2,2,2,1,1,4,3,2,2,2,167,160,neutral or dissatisfied
2305,111866,Male,Loyal Customer,60,Business travel,Business,628,2,2,2,2,3,5,5,4,4,4,4,5,4,4,5,0,satisfied
2306,40141,Male,Loyal Customer,48,Personal Travel,Eco Plus,368,2,1,2,2,2,2,1,2,3,5,3,4,3,2,0,0,neutral or dissatisfied
2307,79496,Female,disloyal Customer,34,Business travel,Business,760,2,2,2,4,3,2,2,3,3,5,4,5,5,3,95,71,neutral or dissatisfied
2308,80285,Male,Loyal Customer,52,Business travel,Business,2366,5,5,5,5,5,4,4,2,2,2,2,5,2,5,0,8,satisfied
2309,15845,Female,Loyal Customer,14,Personal Travel,Eco,888,3,5,3,2,2,3,2,2,4,4,5,4,4,2,0,0,neutral or dissatisfied
2310,54699,Female,Loyal Customer,31,Business travel,Business,2598,4,2,2,2,4,4,4,4,4,1,3,1,2,4,0,0,neutral or dissatisfied
2311,112248,Male,Loyal Customer,30,Business travel,Business,1546,4,4,4,4,4,4,4,4,5,4,5,4,5,4,2,0,satisfied
2312,65280,Female,Loyal Customer,62,Personal Travel,Eco Plus,247,4,2,4,4,3,3,3,1,1,4,5,4,1,1,67,72,neutral or dissatisfied
2313,5272,Male,Loyal Customer,52,Personal Travel,Eco,295,2,5,2,4,2,2,2,2,4,4,4,4,5,2,0,0,neutral or dissatisfied
2314,92667,Female,Loyal Customer,57,Business travel,Business,3283,1,1,1,1,1,3,3,1,1,1,1,2,1,3,0,0,neutral or dissatisfied
2315,44037,Female,Loyal Customer,33,Business travel,Business,2246,2,2,2,2,4,4,3,5,5,4,5,5,5,1,0,0,satisfied
2316,23108,Female,Loyal Customer,18,Business travel,Eco,646,5,3,3,3,5,5,5,5,3,2,1,2,4,5,3,0,satisfied
2317,34608,Male,Loyal Customer,21,Personal Travel,Eco,1598,3,5,3,3,4,3,4,4,3,4,5,5,4,4,42,25,neutral or dissatisfied
2318,100454,Female,Loyal Customer,51,Business travel,Business,2865,3,3,3,3,5,5,4,4,4,4,4,3,4,5,12,0,satisfied
2319,87653,Male,disloyal Customer,38,Business travel,Business,606,3,3,3,3,3,3,3,3,4,4,4,3,5,3,0,0,neutral or dissatisfied
2320,33537,Female,Loyal Customer,53,Business travel,Business,2811,5,5,5,5,5,5,5,5,5,5,5,5,5,4,65,48,satisfied
2321,81946,Female,disloyal Customer,24,Business travel,Eco,1050,3,3,3,4,1,3,1,1,4,3,2,4,3,1,0,0,neutral or dissatisfied
2322,123899,Male,Loyal Customer,63,Personal Travel,Eco,541,3,1,3,4,4,3,4,4,4,3,4,4,3,4,36,23,neutral or dissatisfied
2323,39315,Female,Loyal Customer,28,Personal Travel,Eco,268,1,0,0,2,3,0,2,3,4,1,2,2,3,3,0,0,neutral or dissatisfied
2324,27231,Male,Loyal Customer,29,Business travel,Business,3351,4,4,4,4,4,4,4,4,2,3,3,3,1,4,0,0,satisfied
2325,82339,Female,Loyal Customer,52,Business travel,Business,2653,2,2,2,2,5,4,4,2,2,3,2,3,2,3,42,35,satisfied
2326,58336,Female,disloyal Customer,24,Business travel,Eco,296,2,0,1,4,5,1,5,5,3,3,4,4,4,5,9,0,neutral or dissatisfied
2327,95528,Male,Loyal Customer,27,Personal Travel,Eco Plus,248,4,1,4,2,1,4,1,1,1,1,3,3,3,1,0,22,neutral or dissatisfied
2328,112689,Female,disloyal Customer,24,Business travel,Eco,605,1,0,2,2,1,2,1,1,4,4,4,5,5,1,0,0,neutral or dissatisfied
2329,44791,Male,Loyal Customer,35,Personal Travel,Eco,1250,3,4,3,2,2,3,2,2,3,4,4,4,4,2,7,30,neutral or dissatisfied
2330,43199,Female,Loyal Customer,30,Personal Travel,Eco Plus,651,4,4,4,3,5,4,5,5,3,3,3,4,4,5,0,0,neutral or dissatisfied
2331,101778,Male,Loyal Customer,34,Personal Travel,Business,1521,4,4,4,5,5,4,4,4,4,4,4,3,4,4,9,0,satisfied
2332,52919,Female,Loyal Customer,36,Business travel,Eco,679,4,3,3,3,4,4,4,4,1,3,5,2,3,4,12,48,satisfied
2333,57137,Male,Loyal Customer,10,Personal Travel,Eco,1222,3,1,3,4,4,3,4,4,4,2,3,2,3,4,0,0,neutral or dissatisfied
2334,54778,Male,Loyal Customer,27,Personal Travel,Eco Plus,965,2,4,2,1,4,2,4,4,4,3,5,5,4,4,4,0,neutral or dissatisfied
2335,9180,Male,Loyal Customer,43,Business travel,Eco Plus,416,4,1,3,1,4,4,4,4,2,3,3,2,3,4,38,35,neutral or dissatisfied
2336,11800,Male,Loyal Customer,63,Business travel,Eco Plus,395,2,2,2,2,2,2,2,2,1,2,4,4,4,2,0,2,neutral or dissatisfied
2337,61861,Female,Loyal Customer,62,Personal Travel,Eco Plus,1464,3,5,3,4,3,3,5,1,1,3,1,4,1,3,26,30,neutral or dissatisfied
2338,72385,Male,Loyal Customer,60,Business travel,Business,985,4,4,4,4,3,4,4,4,4,4,4,3,4,5,0,10,satisfied
2339,59479,Female,Loyal Customer,28,Business travel,Business,2399,3,3,3,3,4,5,4,4,5,3,4,4,5,4,19,0,satisfied
2340,8166,Female,Loyal Customer,31,Business travel,Business,2110,2,2,5,2,5,5,5,5,4,2,5,3,4,5,0,0,satisfied
2341,9920,Male,Loyal Customer,57,Business travel,Business,357,2,1,1,1,1,3,3,2,2,2,2,4,2,1,48,49,neutral or dissatisfied
2342,10242,Female,Loyal Customer,18,Personal Travel,Business,166,4,4,4,3,3,4,2,3,3,3,4,4,5,3,0,0,satisfied
2343,53309,Female,Loyal Customer,35,Personal Travel,Eco,758,4,5,4,3,5,4,5,5,5,5,4,3,4,5,3,0,neutral or dissatisfied
2344,98344,Male,disloyal Customer,23,Business travel,Business,1189,4,0,4,5,1,4,1,1,5,2,5,3,4,1,0,0,satisfied
2345,103158,Female,Loyal Customer,57,Business travel,Business,2383,1,1,1,1,4,4,4,4,4,4,4,5,4,5,0,0,satisfied
2346,51261,Male,Loyal Customer,40,Business travel,Eco Plus,447,5,5,5,5,5,5,5,5,2,3,1,5,1,5,0,0,satisfied
2347,40567,Male,disloyal Customer,21,Business travel,Eco,391,4,0,4,4,3,4,1,3,2,1,5,2,5,3,0,0,satisfied
2348,50292,Male,Loyal Customer,23,Business travel,Business,337,4,5,3,5,4,4,4,4,3,5,4,4,3,4,43,38,neutral or dissatisfied
2349,40140,Female,Loyal Customer,9,Personal Travel,Eco Plus,200,3,3,3,3,5,3,4,5,4,3,3,1,4,5,0,0,neutral or dissatisfied
2350,122949,Male,Loyal Customer,47,Business travel,Business,3094,4,1,4,4,3,5,5,4,4,4,4,5,4,4,0,0,satisfied
2351,57492,Female,Loyal Customer,59,Business travel,Business,1618,1,4,1,1,5,5,5,4,4,4,4,4,4,3,0,0,satisfied
2352,80692,Male,disloyal Customer,20,Business travel,Eco,748,2,2,2,3,4,2,4,4,4,4,4,1,4,4,0,0,neutral or dissatisfied
2353,73879,Male,disloyal Customer,24,Business travel,Eco,1422,3,3,3,1,3,3,3,3,5,2,5,4,5,3,0,0,neutral or dissatisfied
2354,83983,Female,Loyal Customer,49,Business travel,Business,1897,5,5,5,5,3,4,5,5,5,5,5,4,5,4,0,0,satisfied
2355,7004,Female,Loyal Customer,22,Business travel,Business,436,1,1,1,1,2,2,2,2,3,4,4,3,3,2,57,47,satisfied
2356,55123,Female,Loyal Customer,12,Personal Travel,Eco,1635,3,4,4,3,3,4,3,3,3,3,4,3,4,3,27,41,neutral or dissatisfied
2357,104400,Male,disloyal Customer,26,Business travel,Business,1138,2,2,2,3,2,4,4,5,2,5,4,4,3,4,285,285,neutral or dissatisfied
2358,44352,Female,disloyal Customer,26,Business travel,Business,596,4,4,4,4,4,4,4,4,4,5,4,3,4,4,0,1,satisfied
2359,111708,Female,Loyal Customer,33,Business travel,Business,2774,2,2,2,2,4,5,5,2,2,2,2,4,2,3,0,0,satisfied
2360,13306,Female,Loyal Customer,44,Business travel,Business,1800,1,1,1,1,4,5,5,4,4,4,4,4,4,4,0,0,satisfied
2361,37246,Male,Loyal Customer,43,Personal Travel,Business,1005,3,3,3,3,5,3,4,2,2,3,2,3,2,3,0,0,neutral or dissatisfied
2362,31219,Female,Loyal Customer,23,Personal Travel,Eco,628,2,5,2,4,4,2,4,4,4,3,5,5,4,4,0,0,neutral or dissatisfied
2363,14315,Female,Loyal Customer,55,Business travel,Business,3861,2,1,1,1,3,3,3,2,2,3,2,1,2,1,42,39,neutral or dissatisfied
2364,26882,Female,Loyal Customer,25,Business travel,Business,3145,3,3,3,3,4,4,4,4,4,1,1,5,1,4,0,0,satisfied
2365,2011,Female,Loyal Customer,72,Business travel,Eco Plus,293,1,2,2,2,3,4,4,1,1,1,1,2,1,2,0,0,neutral or dissatisfied
2366,62931,Female,Loyal Customer,51,Business travel,Business,967,1,1,1,1,5,4,5,5,5,5,5,5,5,4,0,0,satisfied
2367,12620,Female,Loyal Customer,35,Personal Travel,Eco,802,1,4,1,5,2,1,2,2,2,5,5,4,3,2,0,0,neutral or dissatisfied
2368,58402,Male,Loyal Customer,51,Business travel,Eco,528,2,3,3,3,2,2,2,2,1,2,4,4,3,2,0,0,neutral or dissatisfied
2369,9070,Male,disloyal Customer,37,Business travel,Business,108,5,5,5,5,3,5,3,3,3,2,5,5,5,3,0,5,satisfied
2370,117902,Male,Loyal Customer,44,Business travel,Business,3331,3,3,3,3,5,5,5,4,4,4,4,4,4,5,0,12,satisfied
2371,42068,Female,Loyal Customer,44,Personal Travel,Eco,241,4,4,4,3,2,3,3,4,4,4,4,3,4,1,0,0,neutral or dissatisfied
2372,127591,Female,Loyal Customer,40,Business travel,Business,1773,2,2,2,2,2,2,3,2,2,2,2,3,2,3,0,0,neutral or dissatisfied
2373,26729,Female,Loyal Customer,55,Business travel,Eco Plus,270,5,2,2,2,2,3,3,5,5,5,5,5,5,3,42,43,satisfied
2374,11653,Female,Loyal Customer,40,Business travel,Business,837,1,1,1,1,4,5,4,5,5,5,5,5,5,4,0,0,satisfied
2375,127948,Female,Loyal Customer,53,Business travel,Business,1999,4,4,4,4,2,4,5,4,4,4,4,4,4,3,7,0,satisfied
2376,44573,Male,Loyal Customer,67,Business travel,Business,157,3,4,4,4,1,3,3,2,2,2,3,1,2,2,14,32,neutral or dissatisfied
2377,95812,Female,Loyal Customer,56,Personal Travel,Eco,1050,1,5,1,1,5,1,1,1,1,1,1,5,1,2,0,3,neutral or dissatisfied
2378,110437,Female,Loyal Customer,12,Personal Travel,Eco,919,4,3,4,2,5,4,5,5,3,5,4,4,3,5,10,2,neutral or dissatisfied
2379,100494,Male,Loyal Customer,27,Business travel,Business,2978,5,5,5,5,4,4,4,4,5,3,5,5,5,4,0,0,satisfied
2380,3927,Female,Loyal Customer,63,Personal Travel,Eco Plus,213,4,2,0,3,2,4,4,2,2,0,1,3,2,4,0,0,satisfied
2381,126303,Female,Loyal Customer,31,Personal Travel,Eco,507,2,5,2,5,3,2,3,3,5,5,5,4,4,3,0,0,neutral or dissatisfied
2382,39516,Female,Loyal Customer,48,Business travel,Business,452,3,3,3,3,3,1,3,4,4,4,4,2,4,1,0,3,satisfied
